x,y,z,qx,qy,qz,qw
-1.999899 -0.500000 0.000000 0.000000 0.000000 0.000000 1.000000
-1.958485 -0.499850 0.000000 0.000000 0.000000 0.000000 1.000000
-1.913312 -0.499686 0.000000 0.000000 0.000000 0.000000 1.000000
-1.868139 -0.499521 0.000000 0.000000 0.000000 0.000000 1.000000
-1.822967 -0.499356 0.000000 0.000000 0.000000 0.000000 1.000000
-1.777794 -0.499190 0.000000 0.000000 0.000000 0.000000 1.000000
-1.732622 -0.499024 0.000000 0.000000 0.000000 0.000000 1.000000
-1.687449 -0.498858 0.000000 0.000000 0.000000 0.000000 1.000000
-1.642277 -0.498691 0.000000 0.000000 0.000000 0.000000 1.000000
-1.597104 -0.498523 0.000000 0.000000 0.000000 0.000000 1.000000
-1.551932 -0.498355 0.000000 0.000000 0.000000 0.000000 1.000000
-1.506759 -0.498187 0.000000 0.000000 0.000000 0.000000 1.000000
-1.461587 -0.498018 0.000000 0.000000 0.000000 0.000000 1.000000
-1.416414 -0.497848 0.000000 0.000000 0.000000 0.000000 1.000000
-1.371242 -0.497678 0.000000 0.000000 0.000000 0.000000 1.000000
-1.326069 -0.497507 0.000000 0.000000 0.000000 0.000000 1.000000
-1.280896 -0.497336 0.000000 0.000000 0.000000 0.000000 1.000000
-1.235724 -0.497164 0.000000 0.000000 0.000000 0.000000 1.000000
-1.190551 -0.496992 0.000000 0.000000 0.000000 0.000000 1.000000
-1.145378 -0.496819 0.000000 0.000000 0.000000 0.000000 1.000000
-1.100205 -0.496645 0.000000 0.000000 0.000000 0.000000 1.000000
-1.055033 -0.496470 0.000000 0.000000 0.000000 0.000000 1.000000
-1.009860 -0.496295 0.000000 0.000000 0.000000 0.000000 1.000000
-0.964687 -0.496119 0.000000 0.000000 0.000000 0.000000 1.000000
-0.919514 -0.495942 0.000000 0.000000 0.000000 0.000000 1.000000
-0.874341 -0.495765 0.000000 0.000000 0.000000 0.000000 1.000000
-0.829168 -0.495586 0.000000 0.000000 0.000000 0.000000 1.000000
-0.783995 -0.495407 0.000000 0.000000 0.000000 0.000000 1.000000
-0.738822 -0.495227 0.000000 0.000000 0.000000 0.000000 1.000000
-0.693649 -0.495045 0.000000 0.000000 0.000000 0.000000 1.000000
-0.648475 -0.494863 0.000000 0.000000 0.000000 0.000000 1.000000
-0.603302 -0.494679 0.000000 0.000000 0.000000 0.000000 1.000000
-0.558128 -0.494495 0.000000 0.000000 0.000000 0.000000 1.000000
-0.512955 -0.494308 0.000000 0.000000 0.000000 0.000000 1.000000
-0.467781 -0.494121 0.000000 0.000000 0.000000 0.000000 1.000000
-0.422607 -0.493932 0.000000 0.000000 0.000000 0.000000 1.000000
-0.377434 -0.493742 0.000000 0.000000 0.000000 0.000000 1.000000
-0.332259 -0.493550 0.000000 0.000000 0.000000 0.000000 1.000000
-0.287085 -0.493356 0.000000 0.000000 0.000000 0.000000 1.000000
-0.241911 -0.493161 0.000000 0.000000 0.000000 0.000000 1.000000
-0.196736 -0.492963 0.000000 0.000000 0.000000 0.000000 1.000000
-0.151562 -0.492763 0.000000 0.000000 0.000000 0.000000 1.000000
-0.106387 -0.492561 0.000000 0.000000 0.000000 0.000000 1.000000
-0.061212 -0.492357 0.000000 0.000000 0.000000 0.000000 1.000000
-0.016036 -0.492150 0.000000 0.000000 0.000000 0.000000 1.000000
0.029139 -0.491939 0.000000 0.000000 0.000000 0.000000 1.000000
0.074315 -0.491726 0.000000 0.000000 0.000000 0.000000 1.000000
0.119492 -0.491510 0.000000 0.000000 0.000000 0.000000 1.000000
0.164668 -0.491290 0.000000 0.000000 0.000000 0.000000 1.000000
0.209845 -0.491066 0.000000 0.000000 0.000000 0.000000 1.000000
0.255023 -0.490838 0.000000 0.000000 0.000000 0.000000 1.000000
0.300200 -0.490606 0.000000 0.000000 0.000000 0.000000 1.000000
0.345379 -0.490369 0.000000 0.000000 0.000000 0.000000 1.000000
0.390558 -0.490126 0.000000 0.000000 0.000000 0.000000 1.000000
0.435737 -0.489878 0.000000 0.000000 0.000000 0.000000 1.000000
0.480917 -0.489624 0.000000 0.000000 0.000000 0.000000 1.000000
0.526098 -0.489363 0.000000 0.000000 0.000000 0.000000 1.000000
0.571279 -0.489095 0.000000 0.000000 0.000000 0.000000 1.000000
0.616461 -0.488819 0.000000 0.000000 0.000000 0.000000 1.000000
0.651052 -0.466691 0.000000 0.000000 0.000000 0.000000 1.000000
0.644679 -0.422920 0.000000 0.000000 0.000000 0.000000 1.000000
0.638164 -0.378213 0.000000 0.000000 0.000000 0.000000 1.000000
0.631642 -0.333507 0.000000 0.000000 0.000000 0.000000 1.000000
0.625113 -0.288803 0.000000 0.000000 0.000000 0.000000 1.000000
0.618578 -0.244099 0.000000 0.000000 0.000000 0.000000 1.000000
0.612037 -0.199397 0.000000 0.000000 0.000000 0.000000 1.000000
0.605488 -0.154695 0.000000 0.000000 0.000000 0.000000 1.000000
0.598931 -0.109992 0.000000 0.000000 0.000000 0.000000 1.000000
0.592364 -0.065291 0.000000 0.000000 0.000000 0.000000 1.000000
0.585788 -0.020591 0.000000 0.000000 0.000000 0.000000 1.000000
0.579201 0.024108 0.000000 0.000000 0.000000 0.000000 1.000000
0.572604 0.068806 0.000000 0.000000 0.000000 0.000000 1.000000
0.565995 0.113503 0.000000 0.000000 0.000000 0.000000 1.000000
0.559374 0.158199 0.000000 0.000000 0.000000 0.000000 1.000000
0.552739 0.202893 0.000000 0.000000 0.000000 0.000000 1.000000
0.545732 0.247903 0.000000 0.000000 0.000000 0.000000 1.000000
0.538760 0.292553 0.000000 0.000000 0.000000 0.000000 1.000000
0.531820 0.337187 0.000000 0.000000 0.000000 0.000000 1.000000
0.524882 0.381824 0.000000 0.000000 0.000000 0.000000 1.000000
0.517944 0.426462 0.000000 0.000000 0.000000 0.000000 1.000000
0.511005 0.471100 0.000000 0.000000 0.000000 0.000000 1.000000
0.504065 0.515737 0.000000 0.000000 0.000000 0.000000 1.000000
0.497123 0.560375 0.000000 0.000000 0.000000 0.000000 1.000000
0.490981 0.599901 0.000000 0.000000 0.000000 0.000000 1.000000
